,f1,f2,f3,f4,f5,f6,f7,f8,clear,y,tipo
38,380.0,444.0,603.0,716.0,862.0,838.0,1116.0,1431.0,7397.0,1,0
39,331.0,429.0,519.0,699.0,801.0,909.0,965.0,1230.0,6406.0,1,0
40,337.0,449.0,534.0,742.0,854.0,913.0,1027.0,1386.0,6541.0,1,0
41,339.0,440.0,549.0,719.0,851.0,891.0,1084.0,1245.0,6338.0,1,0
42,340.0,448.0,561.0,754.0,854.0,897.0,1126.0,1295.0,6529.0,1,0
43,337.0,436.0,532.0,719.0,840.0,911.0,1004.0,1233.0,6632.0,1,0
44,349.0,455.0,550.0,733.0,852.0,933.0,1031.0,1315.0,6910.0,1,0
45,349.0,452.0,561.0,718.0,862.0,933.0,1014.0,1339.0,6755.0,1,0
46,348.0,447.0,565.0,727.0,880.0,919.0,1038.0,1275.0,7365.0,1,0
47,337.0,443.0,524.0,663.0,784.0,949.0,946.0,1292.0,6253.0,1,0
48,334.0,535.0,545.0,870.0,843.0,1138.0,1374.0,1363.0,6783.0,1,0
49,305.0,402.0,475.0,618.0,787.0,863.0,995.0,1118.0,6170.0,1,0
50,355.0,480.0,562.0,708.0,829.0,1002.0,1009.0,1341.0,5962.0,1,0
51,293.0,397.0,464.0,620.0,738.0,839.0,903.0,1111.0,5594.0,1,0
52,304.0,439.0,492.0,632.0,767.0,877.0,924.0,1234.0,5433.0,1,0
53,287.0,377.0,446.0,575.0,672.0,783.0,824.0,1010.0,5012.0,1,0
54,293.0,395.0,450.0,586.0,689.0,870.0,883.0,1106.0,5437.0,1,0
55,299.0,413.0,499.0,632.0,721.0,854.0,894.0,1154.0,5934.0,1,0
56,305.0,424.0,511.0,629.0,805.0,846.0,970.0,1212.0,7089.0,1,0
57,312.0,416.0,487.0,611.0,749.0,897.0,928.0,1274.0,6719.0,1,0
58,336.0,419.0,513.0,628.0,813.0,898.0,1010.0,1204.0,8413.0,1,0
59,329.0,440.0,530.0,660.0,900.0,953.0,1070.0,1241.0,8280.0,1,0
60,368.0,512.0,576.0,850.0,885.0,1123.0,1183.0,1500.0,7802.0,1,0
61,363.0,490.0,586.0,791.0,969.0,1270.0,1261.0,1804.0,8317.0,1,0
62,375.0,507.0,610.0,761.0,854.0,981.0,978.0,1216.0,6585.0,1,0
63,414.0,570.0,646.0,874.0,1195.0,1312.0,1396.0,1596.0,7473.0,1,0
64,435.0,521.0,658.0,816.0,1014.0,1135.0,1154.0,1450.0,8361.0,1,0
65,392.0,504.0,652.0,765.0,984.0,1103.0,1105.0,1377.0,7689.0,1,0
66,365.0,482.0,573.0,732.0,870.0,1018.0,976.0,1284.0,7114.0,1,0
67,361.0,489.0,581.0,727.0,965.0,1085.0,1060.0,1353.0,7678.0,1,0
68,381.0,489.0,592.0,780.0,909.0,1009.0,1046.0,1293.0,7249.0,1,0
69,372.0,487.0,583.0,777.0,945.0,1066.0,1105.0,1372.0,8087.0,1,0
70,374.0,504.0,593.0,758.0,960.0,1105.0,1117.0,1445.0,7633.0,1,0
71,362.0,472.0,577.0,723.0,917.0,1071.0,1031.0,1298.0,7713.0,1,0
72,357.0,491.0,550.0,744.0,892.0,1036.0,1025.0,1369.0,7531.0,1,0
73,370.0,472.0,572.0,731.0,911.0,1047.0,1050.0,1327.0,7885.0,1,0
74,378.0,480.0,591.0,736.0,931.0,1014.0,1076.0,1303.0,9209.0,1,0
75,354.0,473.0,541.0,716.0,878.0,991.0,990.0,1259.0,8699.0,1,0
76,402.0,518.0,669.0,786.0,1017.0,1036.0,1158.0,1316.0,9894.0,1,0
77,376.0,478.0,576.0,734.0,917.0,1053.0,1068.0,1354.0,9021.0,1,0
78,349.0,458.0,534.0,699.0,866.0,971.0,1032.0,1218.0,7930.0,1,0
79,385.0,528.0,621.0,832.0,1063.0,1040.0,1304.0,1514.0,9863.0,1,0
80,363.0,472.0,565.0,751.0,864.0,902.0,1017.0,1204.0,6875.0,1,0
81,339.0,426.0,503.0,676.0,816.0,859.0,910.0,1057.0,6059.0,1,0
82,306.0,389.0,460.0,611.0,712.0,758.0,801.0,927.0,5239.0,1,0
83,292.0,363.0,429.0,571.0,670.0,728.0,762.0,900.0,5139.0,1,0
84,294.0,365.0,429.0,569.0,684.0,731.0,763.0,898.0,5126.0,1,0
85,292.0,360.0,429.0,562.0,674.0,721.0,772.0,913.0,4897.0,1,0
86,292.0,361.0,431.0,568.0,689.0,743.0,801.0,937.0,5147.0,1,0
87,298.0,368.0,441.0,585.0,703.0,741.0,804.0,910.0,5466.0,1,0
88,395.0,516.0,651.0,869.0,985.0,1056.0,1182.0,1355.0,6601.0,1,0
89,322.0,406.0,474.0,638.0,765.0,818.0,829.0,1014.0,5711.0,1,0
90,301.0,369.0,442.0,582.0,734.0,785.0,809.0,962.0,5397.0,1,0
91,294.0,373.0,435.0,579.0,670.0,715.0,768.0,876.0,4988.0,1,0
92,286.0,352.0,426.0,561.0,668.0,726.0,777.0,927.0,5164.0,1,0
93,287.0,352.0,419.0,561.0,664.0,723.0,766.0,916.0,5037.0,1,0
94,313.0,385.0,463.0,614.0,707.0,777.0,816.0,982.0,5413.0,1,0
95,281.0,342.0,408.0,542.0,649.0,705.0,740.0,874.0,4954.0,1,0
96,341.0,439.0,536.0,698.0,782.0,842.0,881.0,1045.0,5073.0,1,0
97,311.0,407.0,494.0,647.0,812.0,872.0,953.0,1139.0,5613.0,1,0
98,287.0,381.0,450.0,588.0,717.0,802.0,866.0,1031.0,5280.0,1,0
99,287.0,383.0,456.0,600.0,725.0,901.0,872.0,1134.0,6027.0,1,0
100,299.0,425.0,493.0,709.0,788.0,954.0,942.0,1209.0,6346.0,1,0
101,331.0,474.0,543.0,679.0,809.0,988.0,977.0,1229.0,7002.0,1,0
102,352.0,480.0,610.0,716.0,912.0,1214.0,1239.0,1778.0,7411.0,1,0
103,366.0,518.0,622.0,781.0,943.0,1211.0,1204.0,1884.0,7681.0,1,0
104,355.0,501.0,586.0,774.0,865.0,1116.0,1194.0,1723.0,7585.0,1,0
105,347.0,532.0,579.0,811.0,932.0,1215.0,1290.0,1696.0,7310.0,1,0
106,333.0,456.0,555.0,714.0,857.0,897.0,1077.0,1341.0,7296.0,1,0
107,336.0,471.0,565.0,748.0,851.0,1018.0,1141.0,1525.0,7386.0,1,0
108,334.0,467.0,565.0,746.0,885.0,918.0,1097.0,1366.0,7516.0,1,0
109,342.0,487.0,576.0,764.0,894.0,1101.0,1158.0,1608.0,7357.0,1,0
110,364.0,516.0,598.0,808.0,903.0,1241.0,1158.0,1643.0,7577.0,1,0
111,374.0,536.0,643.0,804.0,969.0,1174.0,1214.0,1401.0,9443.0,1,0
112,367.0,556.0,620.0,856.0,977.0,1157.0,1264.0,1599.0,8782.0,1,0
113,370.0,498.0,648.0,742.0,958.0,1043.0,1145.0,1352.0,8770.0,1,0
114,345.0,460.0,570.0,708.0,868.0,971.0,1100.0,1274.0,8747.0,1,0
115,385.0,523.0,667.0,824.0,1006.0,1120.0,1238.0,1430.0,8869.0,1,0
116,331.0,463.0,533.0,692.0,837.0,979.0,1058.0,1271.0,7789.0,1,0
117,358.0,465.0,610.0,704.0,839.0,954.0,1021.0,1271.0,6548.0,1,0
118,350.0,468.0,577.0,709.0,841.0,981.0,1021.0,1262.0,6608.0,1,0
119,344.0,454.0,570.0,710.0,839.0,944.0,1004.0,1224.0,6707.0,1,0
120,324.0,463.0,537.0,672.0,826.0,941.0,993.0,1271.0,6597.0,1,0
121,328.0,458.0,536.0,691.0,827.0,977.0,1003.0,1332.0,6658.0,1,0
122,387.0,524.0,658.0,825.0,919.0,877.0,1112.0,1389.0,7230.0,1,0
123,325.0,433.0,558.0,692.0,859.0,834.0,1044.0,1130.0,7112.0,1,0
124,378.0,509.0,652.0,794.0,1017.0,927.0,1174.0,1520.0,7605.0,1,0
125,260.0,378.0,496.0,636.0,782.0,757.0,994.0,1207.0,5787.0,0,4
126,272.0,379.0,504.0,628.0,784.0,717.0,980.0,1103.0,5439.0,0,4
127,306.0,413.0,545.0,700.0,850.0,916.0,1098.0,1448.0,6430.0,0,4
128,322.0,437.0,562.0,688.0,949.0,1059.0,1180.0,1457.0,7987.0,0,4
129,322.0,447.0,570.0,727.0,919.0,997.0,1306.0,1521.0,7792.0,0,4
130,295.0,375.0,503.0,620.0,747.0,794.0,929.0,1157.0,5534.0,0,4
131,269.0,354.0,450.0,588.0,712.0,768.0,847.0,1173.0,5322.0,0,4
132,281.0,351.0,464.0,583.0,734.0,784.0,838.0,1164.0,5813.0,0,4
133,276.0,358.0,468.0,575.0,749.0,792.0,860.0,1158.0,5345.0,0,4
134,289.0,372.0,503.0,628.0,800.0,777.0,925.0,1122.0,5977.0,0,4
135,278.0,366.0,469.0,614.0,762.0,770.0,915.0,1111.0,5920.0,0,4
136,281.0,370.0,483.0,624.0,761.0,770.0,931.0,1125.0,5914.0,0,4
137,280.0,368.0,485.0,621.0,758.0,778.0,912.0,1152.0,5864.0,0,4
138,284.0,377.0,484.0,638.0,772.0,781.0,926.0,1138.0,6101.0,0,4
139,297.0,389.0,534.0,652.0,869.0,787.0,1019.0,1208.0,6903.0,0,4
140,313.0,424.0,543.0,661.0,814.0,901.0,995.0,1252.0,6245.0,0,4
141,347.0,467.0,586.0,741.0,994.0,1095.0,1148.0,1500.0,8569.0,0,4
142,333.0,480.0,543.0,782.0,861.0,1066.0,995.0,1536.0,7170.0,0,4
143,305.0,421.0,506.0,707.0,798.0,829.0,954.0,1127.0,6474.0,0,4
144,302.0,420.0,495.0,729.0,791.0,938.0,958.0,1318.0,5683.0,0,4
145,299.0,420.0,511.0,738.0,789.0,899.0,956.0,1167.0,5813.0,0,4
146,290.0,394.0,474.0,678.0,759.0,858.0,974.0,1113.0,5594.0,0,4
147,292.0,375.0,470.0,634.0,752.0,817.0,904.0,1091.0,5174.0,0,4
148,294.0,379.0,472.0,650.0,781.0,880.0,974.0,1177.0,5419.0,0,4
149,301.0,388.0,482.0,672.0,772.0,831.0,945.0,1148.0,5142.0,0,4
150,267.0,367.0,450.0,608.0,729.0,780.0,884.0,1075.0,6321.0,0,4
151,339.0,478.0,568.0,765.0,913.0,1028.0,1082.0,1423.0,8402.0,0,4
152,321.0,398.0,525.0,654.0,837.0,818.0,1070.0,1301.0,7148.0,0,4
153,337.0,399.0,552.0,673.0,820.0,749.0,992.0,1123.0,5960.0,0,4
154,272.0,347.0,440.0,608.0,717.0,761.0,867.0,1094.0,5101.0,0,4
155,238.0,313.0,401.0,541.0,611.0,651.0,730.0,846.0,4034.0,0,4
156,232.0,279.0,355.0,484.0,572.0,631.0,696.0,795.0,3792.0,0,4
157,239.0,303.0,367.0,512.0,643.0,661.0,724.0,853.0,4259.0,0,4
158,244.0,300.0,373.0,511.0,615.0,692.0,734.0,884.0,4418.0,0,4
159,251.0,307.0,382.0,535.0,675.0,747.0,832.0,996.0,4231.0,0,4
160,262.0,315.0,399.0,547.0,659.0,757.0,837.0,997.0,4237.0,0,4
161,271.0,333.0,426.0,583.0,698.0,800.0,905.0,1074.0,4418.0,0,4
162,264.0,328.0,412.0,569.0,647.0,731.0,836.0,990.0,3880.0,0,4
163,256.0,306.0,383.0,542.0,631.0,718.0,788.0,941.0,4088.0,0,4
164,259.0,302.0,386.0,539.0,630.0,728.0,804.0,944.0,4102.0,0,4
165,232.0,285.0,368.0,502.0,580.0,676.0,782.0,885.0,3874.0,0,4
166,257.0,312.0,388.0,547.0,655.0,739.0,791.0,957.0,4590.0,0,4
167,260.0,316.0,389.0,551.0,642.0,719.0,770.0,942.0,4387.0,0,4
168,262.0,311.0,388.0,544.0,639.0,719.0,764.0,926.0,4384.0,0,4
169,260.0,314.0,385.0,543.0,637.0,723.0,759.0,948.0,4384.0,0,4
170,267.0,323.0,399.0,561.0,675.0,744.0,787.0,972.0,4509.0,0,4
171,268.0,337.0,411.0,588.0,690.0,770.0,807.0,1021.0,4689.0,0,4
172,265.0,331.0,408.0,580.0,694.0,765.0,824.0,1024.0,4707.0,0,4
173,273.0,333.0,417.0,573.0,698.0,752.0,813.0,1005.0,4505.0,0,4
174,258.0,311.0,389.0,543.0,620.0,702.0,771.0,925.0,3883.0,0,4
175,251.0,306.0,394.0,528.0,646.0,740.0,798.0,1008.0,4242.0,0,4
176,252.0,316.0,398.0,534.0,665.0,705.0,779.0,930.0,4376.0,0,4
177,247.0,321.0,403.0,538.0,685.0,702.0,815.0,926.0,4286.0,0,4
178,258.0,345.0,442.0,591.0,711.0,747.0,887.0,1039.0,4677.0,0,4
179,260.0,358.0,454.0,602.0,759.0,770.0,977.0,1211.0,5325.0,0,4
180,269.0,382.0,483.0,664.0,774.0,850.0,1083.0,1308.0,5917.0,0,4
181,326.0,423.0,583.0,737.0,929.0,1029.0,1248.0,1512.0,7718.0,0,4
182,382.0,497.0,666.0,864.0,1116.0,1221.0,1412.0,1706.0,8676.0,0,4
183,367.0,511.0,634.0,804.0,902.0,1016.0,1101.0,1288.0,6605.0,0,4
184,300.0,380.0,473.0,659.0,716.0,814.0,869.0,1055.0,5163.0,0,4
185,284.0,359.0,446.0,622.0,725.0,807.0,870.0,1032.0,5101.0,0,4
186,297.0,382.0,468.0,649.0,758.0,849.0,883.0,1085.0,5367.0,0,4
187,316.0,413.0,511.0,709.0,790.0,912.0,903.0,1169.0,5893.0,0,4
188,304.0,416.0,497.0,663.0,781.0,819.0,914.0,1145.0,5634.0,0,4
189,327.0,430.0,535.0,733.0,917.0,927.0,1128.0,1254.0,7791.0,0,4
190,322.0,438.0,538.0,771.0,892.0,881.0,1194.0,1285.0,6628.0,0,4
191,314.0,389.0,483.0,623.0,758.0,868.0,913.0,1138.0,6017.0,0,4
192,315.0,407.0,507.0,677.0,806.0,877.0,1003.0,1173.0,6740.0,0,4
193,328.0,437.0,545.0,713.0,848.0,966.0,1069.0,1418.0,6904.0,0,4
194,324.0,464.0,548.0,785.0,870.0,939.0,1097.0,1224.0,7272.0,0,4
195,356.0,516.0,572.0,899.0,856.0,997.0,1004.0,1562.0,7243.0,0,4
196,299.0,385.0,476.0,624.0,765.0,815.0,944.0,1109.0,5831.0,0,4
197,300.0,367.0,472.0,597.0,747.0,799.0,904.0,1060.0,5944.0,0,4
198,305.0,372.0,484.0,604.0,740.0,822.0,882.0,1103.0,5911.0,0,4
199,302.0,378.0,487.0,627.0,747.0,811.0,894.0,1067.0,5697.0,0,4
200,281.0,335.0,447.0,539.0,696.0,705.0,848.0,915.0,5699.0,0,4
201,282.0,339.0,453.0,557.0,742.0,753.0,844.0,977.0,5710.0,0,4
202,309.0,378.0,512.0,618.0,870.0,825.0,1035.0,1169.0,7226.0,0,4
203,336.0,433.0,539.0,712.0,920.0,936.0,1050.0,1326.0,7349.0,0,4
204,363.0,462.0,584.0,750.0,970.0,1025.0,1082.0,1406.0,7563.0,0,4
205,339.0,435.0,550.0,713.0,917.0,901.0,1048.0,1251.0,6926.0,0,4
206,302.0,379.0,499.0,624.0,776.0,765.0,924.0,1056.0,5600.0,0,4
207,278.0,355.0,462.0,582.0,741.0,734.0,892.0,1009.0,5356.0,0,4
208,276.0,337.0,448.0,561.0,727.0,737.0,842.0,976.0,5433.0,0,4
209,280.0,354.0,468.0,585.0,773.0,753.0,871.0,1023.0,5878.0,0,4
210,277.0,343.0,465.0,569.0,756.0,721.0,855.0,970.0,5682.0,0,4
211,273.0,346.0,464.0,567.0,746.0,726.0,860.0,989.0,5557.0,0,4
212,277.0,346.0,468.0,577.0,747.0,738.0,878.0,1007.0,5371.0,0,4
213,274.0,339.0,454.0,560.0,728.0,736.0,885.0,1010.0,5247.0,0,4
214,275.0,342.0,456.0,565.0,730.0,733.0,863.0,994.0,5344.0,0,4
215,272.0,338.0,453.0,568.0,724.0,722.0,859.0,970.0,5265.0,0,4
216,268.0,339.0,446.0,561.0,718.0,725.0,829.0,969.0,5295.0,0,4
217,268.0,337.0,450.0,559.0,728.0,725.0,847.0,974.0,5325.0,0,4
218,269.0,339.0,451.0,558.0,734.0,709.0,832.0,954.0,5387.0,0,4
219,266.0,340.0,448.0,557.0,728.0,710.0,829.0,966.0,5336.0,0,4
220,269.0,340.0,456.0,558.0,730.0,712.0,851.0,968.0,5363.0,0,4
221,266.0,341.0,451.0,557.0,727.0,707.0,839.0,964.0,5299.0,0,4
222,265.0,339.0,450.0,551.0,726.0,701.0,823.0,951.0,5437.0,0,4
223,266.0,334.0,443.0,549.0,707.0,704.0,820.0,945.0,5091.0,0,4
224,273.0,327.0,443.0,534.0,713.0,699.0,859.0,921.0,5047.0,0,4
225,279.0,328.0,464.0,532.0,696.0,698.0,827.0,932.0,4995.0,0,4
226,265.0,329.0,438.0,544.0,703.0,706.0,824.0,954.0,5122.0,0,4
227,265.0,335.0,439.0,549.0,702.0,701.0,834.0,949.0,5182.0,0,4
228,265.0,331.0,441.0,542.0,714.0,699.0,832.0,947.0,5219.0,0,4
229,268.0,336.0,446.0,549.0,715.0,700.0,842.0,954.0,5264.0,0,4
230,265.0,333.0,443.0,543.0,711.0,696.0,828.0,945.0,5168.0,0,4
231,266.0,335.0,443.0,549.0,711.0,699.0,831.0,952.0,5223.0,0,4
232,267.0,337.0,447.0,553.0,715.0,701.0,841.0,956.0,5212.0,0,4
233,263.0,333.0,438.0,541.0,707.0,704.0,813.0,947.0,5031.0,0,4
234,266.0,334.0,445.0,545.0,711.0,693.0,829.0,939.0,5152.0,0,4
235,262.0,335.0,439.0,548.0,704.0,691.0,817.0,938.0,5241.0,0,4
236,262.0,332.0,444.0,538.0,708.0,679.0,832.0,924.0,5307.0,0,4
237,272.0,348.0,462.0,567.0,746.0,718.0,840.0,976.0,5642.0,0,4
238,265.0,337.0,453.0,540.0,718.0,694.0,815.0,946.0,5496.0,0,4
239,270.0,341.0,459.0,546.0,726.0,698.0,837.0,955.0,5508.0,0,4
240,279.0,356.0,475.0,578.0,763.0,725.0,864.0,993.0,5719.0,0,4
241,271.0,345.0,462.0,555.0,738.0,705.0,836.0,964.0,5593.0,0,4
242,274.0,349.0,466.0,563.0,754.0,723.0,844.0,982.0,5675.0,0,4
243,272.0,347.0,471.0,559.0,744.0,701.0,851.0,957.0,5630.0,0,4
244,274.0,345.0,471.0,556.0,755.0,696.0,864.0,952.0,5573.0,0,4
245,278.0,351.0,478.0,560.0,753.0,702.0,864.0,959.0,5675.0,0,4
246,279.0,354.0,480.0,567.0,764.0,706.0,876.0,974.0,5791.0,0,4
247,279.0,357.0,476.0,568.0,751.0,707.0,877.0,986.0,5710.0,0,4
248,275.0,353.0,477.0,563.0,766.0,704.0,885.0,974.0,5713.0,0,4
249,270.0,345.0,457.0,555.0,731.0,709.0,849.0,963.0,5515.0,0,4
250,280.0,357.0,465.0,577.0,742.0,735.0,840.0,997.0,5619.0,0,4
251,271.0,347.0,460.0,556.0,726.0,704.0,844.0,960.0,5441.0,0,4
252,276.0,350.0,458.0,562.0,736.0,718.0,852.0,977.0,5569.0,0,4
253,458.0,606.0,845.0,1002.0,1272.0,1382.0,1747.0,2108.0,8244.0,1,1
254,456.0,605.0,840.0,1000.0,1270.0,1387.0,1743.0,2123.0,8262.0,1,1
255,460.0,612.0,845.0,1009.0,1274.0,1392.0,1735.0,2137.0,8235.0,1,1
256,460.0,613.0,847.0,1015.0,1285.0,1404.0,1749.0,2150.0,8230.0,1,1
257,476.0,627.0,868.0,1034.0,1296.0,1436.0,1783.0,2196.0,8324.0,1,1
258,473.0,626.0,865.0,1030.0,1297.0,1420.0,1776.0,2176.0,8256.0,1,1
259,475.0,625.0,867.0,1025.0,1294.0,1414.0,1768.0,2173.0,8310.0,1,1
260,475.0,626.0,871.0,1023.0,1308.0,1397.0,1791.0,2207.0,8475.0,1,1
261,510.0,683.0,953.0,1083.0,1384.0,1488.0,1881.0,2439.0,9105.0,1,1
262,454.0,615.0,823.0,962.0,1215.0,1297.0,1704.0,2141.0,8318.0,1,1
263,438.0,580.0,775.0,956.0,1221.0,1266.0,1636.0,2038.0,8947.0,1,1
264,425.0,548.0,718.0,900.0,1077.0,1221.0,1507.0,1888.0,8109.0,1,1
265,453.0,579.0,754.0,1006.0,1158.0,1350.0,1636.0,1975.0,9075.0,1,1
266,472.0,583.0,778.0,1008.0,1148.0,1359.0,1605.0,2141.0,8570.0,1,1
267,436.0,556.0,741.0,935.0,1112.0,1244.0,1559.0,1925.0,8278.0,1,1
268,433.0,576.0,756.0,919.0,1119.0,1221.0,1564.0,1947.0,7919.0,1,1
269,427.0,567.0,743.0,907.0,1116.0,1216.0,1552.0,1961.0,8097.0,1,1
270,428.0,565.0,736.0,913.0,1094.0,1217.0,1534.0,1920.0,7988.0,1,1
271,445.0,584.0,773.0,922.0,1143.0,1237.0,1580.0,2017.0,8316.0,1,1
272,452.0,597.0,820.0,936.0,1180.0,1257.0,1628.0,2043.0,8756.0,1,1
273,496.0,659.0,918.0,1056.0,1324.0,1449.0,1834.0,2328.0,8857.0,1,1
274,452.0,609.0,818.0,949.0,1218.0,1289.0,1679.0,2141.0,8541.0,1,1
275,446.0,584.0,819.0,925.0,1157.0,1258.0,1626.0,2016.0,8890.0,1,1
276,439.0,567.0,747.0,946.0,1116.0,1284.0,1555.0,1975.0,8107.0,1,1
277,435.0,553.0,743.0,939.0,1129.0,1256.0,1587.0,1901.0,8344.0,1,1
278,428.0,534.0,710.0,912.0,1061.0,1241.0,1493.0,1813.0,7760.0,1,1
279,405.0,575.0,703.0,1016.0,1140.0,1365.0,1751.0,1979.0,8439.0,1,1
280,407.0,570.0,725.0,1026.0,1151.0,1439.0,1641.0,2132.0,8472.0,1,1
281,409.0,570.0,726.0,1026.0,1140.0,1465.0,1638.0,2076.0,8463.0,1,1
282,400.0,582.0,703.0,1017.0,1161.0,1444.0,1664.0,2089.0,8474.0,1,1
283,399.0,548.0,673.0,989.0,1066.0,1347.0,1591.0,1901.0,7794.0,1,1
284,416.0,518.0,675.0,897.0,1054.0,1217.0,1478.0,1772.0,8273.0,1,1
285,423.0,566.0,689.0,996.0,1094.0,1320.0,1557.0,1880.0,8374.0,1,1
286,416.0,546.0,690.0,966.0,1068.0,1334.0,1538.0,1838.0,8612.0,1,1
287,414.0,529.0,676.0,959.0,1060.0,1313.0,1573.0,1879.0,8307.0,1,1
288,411.0,528.0,676.0,951.0,1050.0,1306.0,1571.0,1828.0,8132.0,1,1
289,408.0,520.0,665.0,941.0,1043.0,1276.0,1539.0,1818.0,7998.0,1,1
290,410.0,518.0,666.0,927.0,1044.0,1232.0,1514.0,1736.0,7993.0,1,1
291,418.0,521.0,672.0,934.0,1054.0,1251.0,1515.0,1757.0,8017.0,1,1
292,427.0,536.0,689.0,950.0,1067.0,1281.0,1506.0,1843.0,8301.0,1,1
293,431.0,543.0,699.0,960.0,1081.0,1276.0,1540.0,1820.0,8318.0,1,1
294,428.0,539.0,697.0,951.0,1072.0,1263.0,1524.0,1793.0,8138.0,1,1
295,421.0,522.0,676.0,920.0,1046.0,1245.0,1508.0,1765.0,8003.0,1,1
296,419.0,511.0,665.0,911.0,1035.0,1233.0,1491.0,1750.0,7949.0,1,1
297,418.0,509.0,667.0,899.0,1030.0,1231.0,1476.0,1717.0,7901.0,1,1
298,397.0,500.0,650.0,912.0,1051.0,1237.0,1560.0,1733.0,7431.0,1,1
299,400.0,510.0,665.0,919.0,1046.0,1279.0,1498.0,1790.0,7272.0,1,1
300,397.0,499.0,670.0,888.0,1113.0,1154.0,1530.0,1707.0,7669.0,1,1
301,418.0,510.0,688.0,883.0,1082.0,1228.0,1545.0,1795.0,7832.0,1,1
302,429.0,529.0,695.0,910.0,1065.0,1232.0,1527.0,1828.0,7753.0,1,1
303,425.0,532.0,704.0,910.0,1052.0,1229.0,1522.0,1842.0,7703.0,1,1
304,433.0,521.0,704.0,877.0,1041.0,1194.0,1509.0,1808.0,8151.0,1,1
305,424.0,510.0,675.0,910.0,1037.0,1196.0,1520.0,1695.0,8040.0,1,1
306,407.0,521.0,687.0,905.0,1079.0,1176.0,1553.0,1736.0,8282.0,1,1
307,418.0,528.0,686.0,942.0,1093.0,1246.0,1574.0,1781.0,8238.0,1,1
308,430.0,535.0,691.0,952.0,1095.0,1248.0,1579.0,1795.0,8077.0,1,1
309,442.0,537.0,697.0,919.0,1076.0,1257.0,1520.0,1822.0,7761.0,1,1
310,440.0,538.0,705.0,909.0,1068.0,1239.0,1508.0,1832.0,7773.0,1,1
311,430.0,535.0,710.0,890.0,1058.0,1211.0,1501.0,1816.0,7789.0,1,1
312,434.0,533.0,708.0,887.0,1043.0,1190.0,1487.0,1807.0,7806.0,1,1
313,430.0,531.0,705.0,885.0,1052.0,1201.0,1491.0,1804.0,7778.0,1,1
314,436.0,534.0,706.0,896.0,1056.0,1220.0,1505.0,1820.0,7836.0,1,1
315,432.0,531.0,702.0,881.0,1039.0,1191.0,1480.0,1796.0,7847.0,1,1
316,436.0,529.0,701.0,878.0,1041.0,1204.0,1486.0,1772.0,7982.0,1,1
317,438.0,529.0,700.0,878.0,1038.0,1194.0,1486.0,1797.0,7809.0,1,1
318,433.0,529.0,702.0,880.0,1039.0,1195.0,1488.0,1791.0,7757.0,1,1
319,436.0,528.0,698.0,881.0,1041.0,1195.0,1491.0,1788.0,7815.0,1,1
320,435.0,526.0,699.0,876.0,1039.0,1194.0,1489.0,1793.0,7778.0,1,1
321,437.0,528.0,691.0,885.0,1044.0,1197.0,1491.0,1786.0,7817.0,1,1
322,439.0,527.0,691.0,881.0,1023.0,1196.0,1477.0,1797.0,8018.0,1,1
323,435.0,537.0,711.0,881.0,1022.0,1196.0,1472.0,1822.0,7954.0,1,1
324,436.0,545.0,722.0,877.0,1043.0,1201.0,1483.0,1894.0,8126.0,1,1
325,387.0,516.0,625.0,799.0,947.0,946.0,1145.0,1379.0,7544.0,1,2
326,381.0,511.0,618.0,793.0,910.0,940.0,1139.0,1342.0,7780.0,1,2
327,385.0,520.0,617.0,843.0,893.0,928.0,1099.0,1317.0,7750.0,1,2
328,390.0,510.0,635.0,782.0,919.0,949.0,1108.0,1324.0,7526.0,1,2
329,423.0,562.0,674.0,867.0,1007.0,1111.0,1175.0,1517.0,8556.0,1,2
330,419.0,573.0,676.0,865.0,999.0,1135.0,1196.0,1649.0,8815.0,1,2
331,409.0,551.0,660.0,839.0,972.0,1091.0,1120.0,1522.0,8533.0,1,2
332,409.0,586.0,668.0,902.0,984.0,1247.0,1178.0,1810.0,8449.0,1,2
333,399.0,534.0,671.0,865.0,955.0,1039.0,1126.0,1408.0,7180.0,1,2
334,380.0,505.0,598.0,795.0,897.0,994.0,1010.0,1299.0,7096.0,1,2
335,385.0,509.0,606.0,799.0,903.0,995.0,997.0,1316.0,7376.0,1,2
336,351.0,461.0,545.0,725.0,808.0,890.0,938.0,1202.0,7069.0,1,2
337,382.0,516.0,614.0,825.0,908.0,1034.0,1030.0,1380.0,7779.0,1,2
338,424.0,607.0,709.0,960.0,1052.0,1179.0,1271.0,1689.0,9487.0,1,2
339,409.0,541.0,645.0,833.0,957.0,1053.0,1119.0,1414.0,8390.0,1,2
340,406.0,550.0,640.0,836.0,946.0,1078.0,1113.0,1496.0,8110.0,1,2
341,442.0,630.0,701.0,1015.0,1104.0,1350.0,1295.0,1937.0,9279.0,1,2
342,401.0,541.0,663.0,857.0,968.0,1076.0,1085.0,1444.0,7580.0,1,2
343,317.0,419.0,491.0,659.0,738.0,824.0,862.0,1100.0,6284.0,1,2
344,312.0,416.0,493.0,659.0,743.0,819.0,896.0,1081.0,6319.0,1,2
345,320.0,429.0,502.0,679.0,738.0,847.0,847.0,1099.0,6247.0,1,2
346,301.0,402.0,481.0,632.0,735.0,847.0,874.0,1096.0,6570.0,1,2
347,335.0,460.0,548.0,763.0,804.0,921.0,1001.0,1233.0,6750.0,1,2
